slug,state,region,statsSource,medianHousePrice,statsUpdatedAt
orange-hill-qld-4455,QLD,Maranoa,sales-qld,453000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
tingun-qld-4455,QLD,Maranoa,sales-qld,374000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
upton-hill-vic-3664,VIC,Mitchell,rental-vic,330000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
meredith-vic-3333,VIC,Moorabool,rental-vic,334000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
barringun-qld-4490,QLD,Paroo,abs-census-2021,156000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
thallon-qld-4497,QLD,Goondiwindi,sales-qld,176000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
corinna-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:07:24 GMT+1000 (Australian Eastern Standard Time)
montumana-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:22:40 GMT+1000 (Australian Eastern Standard Time)
wycombe-qld-4455,QLD,Maranoa,sales-qld,176000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
gormandale-vic-3873,VIC,Wellington,rental-vic,286000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
langsborough-vic-3971,VIC,Wellington,rental-vic,264000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
surat-qld-4417,QLD,Maranoa,sales-qld,172000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
point-frederick-nsw-2250,NSW,Hawkesbury,rental-nsw,880000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tullah-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:39:16 GMT+1000 (Australian Eastern Standard Time)
warkon-qld-4417,QLD,Maranoa,sales-qld,1541000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
north-branch-qld-4356,QLD,Toowoomba,abs-census-2021,314000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
sutherland-vic-3477,VIC,Loddon,rental-vic,191000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
parrawe-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:31:19 GMT+1000 (Australian Eastern Standard Time)
port-latta-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:32:28 GMT+1000 (Australian Eastern Standard Time)
savage-river-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:34:44 GMT+1000 (Australian Eastern Standard Time)
ridgley-tas-7321,TAS,Kentish,abs-census-2021,267000,Wed Apr 15 2026 17:33:34 GMT+1000 (Australian Eastern Standard Time)
tolga-qld-4882,QLD,Tablelands,sales-qld,352000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
minhamite-vic-3287,VIC,Moyne,rental-vic,262000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
blumont-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:01:50 GMT+1000 (Australian Eastern Standard Time)
cuckoo-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:07:58 GMT+1000 (Australian Eastern Standard Time)
lisle-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:19:35 GMT+1000 (Australian Eastern Standard Time)
glen-allyn-qld-4885,QLD,Tablelands,sales-qld,356000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
mount-ousley-nsw-2519,NSW,Wollongong,rental-nsw,1190000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tonganah-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:38:41 GMT+1000 (Australian Eastern Standard Time)
west-scottsdale-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:41:49 GMT+1000 (Australian Eastern Standard Time)
beatrice-qld-4886,QLD,Tablelands,sales-qld,297000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
jetsonville-tas-7260,TAS,Launceston,abs-census-2021,238000,Wed Apr 15 2026 17:16:23 GMT+1000 (Australian Eastern Standard Time)
jackson-north-qld-4426,QLD,Maranoa,sales-qld,363000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
timboon-west-vic-3268,VIC,Moyne,rental-vic,264000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
corrimal-nsw-2518,NSW,Wollongong,rental-nsw,1050000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
nanum-qld-4874,QLD,Aurukun,sales-qld,462000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
togari-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:38:38 GMT+1000 (Australian Eastern Standard Time)
temma-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:37:53 GMT+1000 (Australian Eastern Standard Time)
dahlen-vic-3401,VIC,Northern Grampians,rental-vic,305000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
carnes-hill-nsw-2171,NSW,Liverpool,rental-nsw,1432000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
towradgi-nsw-2518,NSW,Wollongong,rental-nsw,1287000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
montagu-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:22:37 GMT+1000 (Australian Eastern Standard Time)
hatfield-nsw-2715,NSW,Wentworth,rental-nsw,206000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yarrah-sa-5433,SA,Port Augusta,rental-sa,212000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
milingimbi-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
roger-river-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:33:55 GMT+1000 (Australian Eastern Standard Time)
scopus-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:34:47 GMT+1000 (Australian Eastern Standard Time)
scotchtown-tas-7330,TAS,Circular Head,abs-census-2021,238000,Wed Apr 15 2026 17:34:47 GMT+1000 (Australian Eastern Standard Time)
banyena-vic-3388,VIC,Northern Grampians,rental-vic,143000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
balook-vic-3971,VIC,Wellington,rental-vic,264000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
gulliver-qld-4812,QLD,Townsville,rental-qld,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
rosslea-qld-4812,QLD,Townsville,rental-qld,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
muirhead-nt-0810,NT,Darwin,abs-census-2021,453000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
booragul-nsw-2284,NSW,Lake Macquarie,rental-nsw,865000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
teralba-nsw-2284,NSW,Lake Macquarie,rental-nsw,989000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mooleulooloo-sa-5440,SA,Peterborough,rental-sa,17000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
kotara-south-nsw-2289,NSW,Lake Macquarie,rental-nsw,1071000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gravesend-nsw-2401,NSW,Moree Plains,rental-nsw,172000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
prince-of-wales-qld-4875,QLD,Far North,sales-qld,394000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
tanami-east-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
murrays-beach-nsw-2281,NSW,Lake Macquarie,rental-nsw,1200000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
nords-wharf-nsw-2281,NSW,Lake Macquarie,rental-nsw,1010000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lower-cowley-qld-4871,QLD,Carpentaria,sales-qld,248000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
iron-range-qld-4892,QLD,Napranum,sales-qld,220000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
brinkin-nt-0810,NT,Darwin,abs-census-2021,453000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
old-adaminaby-nsw-2629,NSW,Snowy Valleys,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
pelican-nsw-2281,NSW,Lake Macquarie,rental-nsw,1000000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mullengudgery-nsw-2825,NSW,Warren,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tanawha-qld-4556,QLD,Sunshine Coast,sales-qld,539000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
mater-hill-qld-4101,QLD,Brisbane,abs-census-2021,447000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
ilkley-qld-4554,QLD,Sunshine Coast,sales-qld,504000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
wickham-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
jimcumbilly-nsw-2631,NSW,Bega Valley,rental-nsw,205000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
holts-flat-nsw-2631,NSW,Bega Valley,rental-nsw,205000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
south-brisbane-bc-qld-4101,QLD,Brisbane,abs-census-2021,447000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
wishart-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
daly-waters-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
sturt-plateau-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
kinbombi-qld-4601,QLD,Gympie,sales-qld,262000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
warnung-qld-4605,QLD,Gympie,sales-qld,572000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
rockton-nsw-2632,NSW,Bega Valley,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
martins-well-sa-5440,SA,Peterborough,rental-sa,17000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
mater-hospital-qld-4101,QLD,Brisbane,abs-census-2021,447000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
gooramadda-vic-3685,VIC,Wangaratta,rental-vic,286000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
wallagaraugh-vic-3891,VIC,East Gippsland,rental-vic,238000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
new-mollyan-nsw-2842,NSW,Gilgandra,rental-nsw,162000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
smeaton-grange-nsw-2567,NSW,Campbelltown,rental-nsw,1050000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
williamstown-sa-5351,SA,Adelaide Hills,rental-sa,334000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
douglas-daly-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
nelson-nsw-2765,NSW,Penrith,rental-nsw,3950000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wengenville-qld-4615,QLD,Gympie,sales-qld,238000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
four-ways-qld-4824,QLD,Burke,sales-qld,572000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
warrnambool-west-vic-3280,VIC,Moyne,rental-vic,310000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
merlwood-qld-4605,QLD,Gympie,sales-qld,387000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
mereenie-nt-0872,NT,Laverton,abs-census-2021,110000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
gables-nsw-2765,NSW,Penrith,rental-nsw,1320000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
maaoupe-sa-5277,SA,Grant,rental-sa,191000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
claravale-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
tingira-heights-nsw-2290,NSW,Lake Macquarie,rental-nsw,855000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
combara-nsw-2829,NSW,Coonamble,rental-nsw,199000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cobourg-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
limonite-vic-3871,VIC,Baw Baw,rental-vic,305000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
andamooka-sa-5722,SA,Outback - North and East,rental-sa,191000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
moondooner-qld-4605,QLD,Gympie,sales-qld,198000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
east-nanango-qld-4615,QLD,Gympie,sales-qld,252000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
blackbutt-nsw-2529,NSW,Shellharbour,rental-nsw,925000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
golden-fleece-qld-4621,QLD,Fraser Coast,sales-qld,240000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
warnoah-qld-4718,QLD,Woorabinda,abs-census-2021,238000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
glyde-point-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
yelta-vic-3505,VIC,Mildura,rental-vic,248000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
kolonga-qld-4671,QLD,North Burnett,sales-qld,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
maroondan-qld-4671,QLD,North Burnett,sales-qld,249000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
lloyd-creek-nt-0822,NT,Palmerston,abs-census-2021,440000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
zeerust-vic-3634,VIC,Moira,rental-vic,286000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
waggarandall-vic-3727,VIC,Moira,rental-vic,269000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
ampilatwatja-nt-0872,NT,Laverton,abs-census-2021,110000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
shellharbour-city-centre-nsw-2529,NSW,Shellharbour,rental-nsw,760000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yulabilla-qld-4416,QLD,Western Downs,sales-qld,191000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
goranba-qld-4421,QLD,Western Downs,sales-qld,195000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
maclean-qld-4280,QLD,Logan,abs-census-2021,429000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
monogorilby-qld-4626,QLD,North Burnett,sales-qld,62000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
mundowran-qld-4626,QLD,North Burnett,sales-qld,288000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
riverleigh-qld-4626,QLD,North Burnett,sales-qld,370000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
takilberan-qld-4671,QLD,North Burnett,sales-qld,191000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
herbert-nt-0836,NT,Litchfield,abs-census-2021,506000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
mitchell-nt-0832,NT,Palmerston,abs-census-2021,477000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
lochend-vic-3888,VIC,East Gippsland,rental-vic,220000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
werrington-county-nsw-2747,NSW,Blacktown,rental-nsw,1005000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
winulta-sa-5555,SA,Copper Coast,rental-sa,184000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
casuarina-nt-0810,NT,Darwin,abs-census-2021,453000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
stuart-nt-0870,NT,Alice Springs,abs-census-2021,383000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
fyshwick-act-2609,ACT,South Canberra,abs-census-2021,616000,Wed Apr 15 2026 17:12:00 GMT+1000 (Australian Eastern Standard Time)
griffith-act-2603,ACT,South Canberra,abs-census-2021,550000,Wed Apr 15 2026 17:13:58 GMT+1000 (Australian Eastern Standard Time)
stanhope-gardens-nsw-2768,NSW,Blacktown,rental-nsw,1500000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
coonambula-qld-4626,QLD,North Burnett,sales-qld,358000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
bardia-nsw-2565,NSW,Liverpool,rental-nsw,1028100,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
karte-sa-5307,SA,Southern Mallee,rental-sa,123000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
derri-derra-qld-4626,QLD,North Burnett,sales-qld,358000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
werrington-downs-nsw-2747,NSW,Blacktown,rental-nsw,1057500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
boolboonda-qld-4671,QLD,North Burnett,sales-qld,213000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
binjour-qld-4625,QLD,North Burnett,sales-qld,248000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
arnold-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
pine-grove-vic-3573,VIC,Campaspe,rental-vic,152000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
hoxton-park-nsw-2171,NSW,Liverpool,rental-nsw,1101000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
abminga-station-sa-5440,SA,Peterborough,rental-sa,17000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
byrnestown-qld-4625,QLD,North Burnett,sales-qld,207000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
meadowvale-qld-4670,QLD,Burnett,sales-qld,336000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
baines-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
rosebud-west-vic-3940,VIC,Mornington Peninsula,rental-vic,353000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
gilgooma-nsw-2829,NSW,Coonamble,rental-nsw,199000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hartley-sa-5255,SA,Murray Bridge,rental-sa,334000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
wellington-sa-5259,SA,Alexandrina,rental-sa,248000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
rocky-point-qld-4873,QLD,Douglas,abs-census-2021,315000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
russell-act-2600,ACT,Woden,abs-census-2021,620000,Wed Apr 15 2026 17:34:19 GMT+1000 (Australian Eastern Standard Time)
elizabeth-hills-nsw-2171,NSW,Liverpool,rental-nsw,1330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
owen-sa-5460,SA,Adelaide Plains,rental-sa,238000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
sharon-qld-4670,QLD,Burnett,sales-qld,290000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
welcome-creek-qld-4670,QLD,Burnett,sales-qld,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
delegate-river-east-vic-3888,VIC,East Gippsland,rental-vic,220000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
killcare-heights-nsw-2257,NSW,Central Coast,rental-nsw,2246760,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
timber-creek-nt-0852,NT,Katherine,abs-census-2021,334000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
empire-bay-nsw-2257,NSW,Central Coast,rental-nsw,1100000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
shelbourne-vic-3515,VIC,Mount Alexander,rental-vic,339000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
yattalunga-sa-5114,SA,Gawler,rental-sa,286000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
birnam-qld-4285,QLD,Logan,abs-census-2021,383000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
ideraway-qld-4625,QLD,North Burnett,sales-qld,131000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
keiraville-nsw-2500,NSW,Wollongong,rental-nsw,1147500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mangerton-nsw-2500,NSW,Wollongong,rental-nsw,1078503,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
north-wollongong-nsw-2500,NSW,Wollongong,rental-nsw,745000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
darlington-qld-4285,QLD,Logan,abs-census-2021,383000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
davenport-nt-0872,NT,Laverton,abs-census-2021,110000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
fentons-creek-vic-3518,VIC,Buloke,rental-vic,167000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
merino-vic-3310,VIC,Glenelg,rental-vic,154000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
wannon-vic-3301,VIC,Glenelg,rental-vic,277000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
wondabyne-nsw-2256,NSW,Central Coast,rental-nsw,440000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
rocky-gully-sa-5254,SA,Mid Murray,rental-sa,286000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
avoca-vale-qld-4314,QLD,Toowoomba,sales-qld,418000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
argyle-vic-3523,VIC,Mitchell,rental-vic,286000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
blackbutt-north-qld-4314,QLD,Toowoomba,sales-qld,191000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
dalwogon-qld-4415,QLD,Western Downs,sales-qld,182000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
woy-woy-bay-nsw-2256,NSW,Central Coast,rental-nsw,1370000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
horsfield-bay-nsw-2256,NSW,Central Coast,rental-nsw,1049000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
narrung-sa-5259,SA,Alexandrina,rental-sa,248000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
arndell-park-nsw-2148,NSW,Cumberland,rental-nsw,9460000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bay-village-nsw-2261,NSW,Central Coast,rental-nsw,440000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
umina-beach-nsw-2257,NSW,Central Coast,rental-nsw,1150000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
blackbutt-south-qld-4314,QLD,Toowoomba,sales-qld,218000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
engawala-nt-0872,NT,Laverton,abs-census-2021,110000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
macclesfield-vic-3782,VIC,Yarra Ranges,rental-vic,440000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
moorilim-vic-3610,VIC,Strathbogie,rental-vic,264000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
angip-vic-3393,VIC,Hindmarsh,rental-vic,165000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
wagstaffe-nsw-2257,NSW,Central Coast,rental-nsw,1300000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mulla-nsw-2825,NSW,Warren,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gilla-qld-4314,QLD,Toowoomba,sales-qld,528000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
googa-creek-qld-4314,QLD,Toowoomba,sales-qld,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
phegans-bay-nsw-2256,NSW,Central Coast,rental-nsw,1055000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
