slug,state,postcode,population,medianAge,sharedInPostcode
menai-central-nsw-2234,NSW,2234,30648,41,1
coffs-harbour-plaza-nsw-2450,NSW,2450,47335,44,6
box-ridge-nsw-2795,NSW,2795,45077,39,14
the-spectacles-wa-6167,WA,6167,28476,35,2
melaleuca-wa-6065,WA,6065,68443,70,3
dog-trap-crossing-nsw-2582,NSW,2582,13693,42,4
happy-valley-vic-3549,VIC,3549,4017,36,6
orange-east-nsw-2800,NSW,2800,48283,37,21
mogo-nsw-2850,NSW,2850,19146,40,14
point-grey-wa-6208,WA,6208,12946,44,2
nanga-brook-wa-6215,WA,6215,4234,48,1
mogo-nsw-2536,NSW,2536,19333,53,5
nowra-dc-nsw-2541,NSW,2541,28038,40,3
nowra-east-nsw-2541,NSW,2541,28038,40,3
hmas-albatross-nsw-2540,NSW,2540,48267,49,14
nowra-naval-po-nsw-2540,NSW,2540,48267,49,14
mayfield-nsw-2540,NSW,2540,48267,49,14
bolwarra-qld-4871,QLD,4871,10798,42,35
mount-lindsay-wa-6333,WA,6333,6310,50,4
kiwirrkurra-wa-0872,WA,0872,14676,29,3
warriwillah-nsw-2429,NSW,2429,9650,51,6
walyunga-national-park-wa-6084,WA,6084,9063,84,1
barbigal-nsw-2830,NSW,2830,44963,36,18
corroboree-flat-nsw-2422,NSW,2422,5608,55,18
kinalung-nsw-2880,NSW,2880,18097,44,9
pitlochry-nsw-2422,NSW,2422,5608,55,18
tooyal-nsw-2701,NSW,2701,2492,42,1
commissioners-waters-nsw-2350,NSW,2350,26911,36,19
broadwater-nsw-2549,NSW,2549,4101,51,1
rocky-creek-nsw-2390,NSW,2390,8540,40,3
westdale-nsw-2340,NSW,2340,52436,38,5
moonem-nsw-2472,NSW,2472,1987,45,6
broadwater-nsw-2472,NSW,2472,1987,45,6
lyndhurst-nsw-2350,NSW,2350,26911,36,19
hillgrove-nsw-2350,NSW,2350,26911,36,19
woodburn-nsw-2472,NSW,2472,1987,45,6
carrs-peninsular-nsw-2460,NSW,2460,31079,45,20
bundaburrah-nsw-2871,NSW,2871,8965,42,9
lake-sorell-tas-7030,TAS,7030,19720,45,14
florentine-tas-7140,TAS,7140,12069,42,16
wattle-hill-tas-7172,TAS,7172,4435,41,1
wamoon-nsw-2705,NSW,2705,10687,38,2
black-swamp-nsw-2372,NSW,2372,4789,56,14
franklin-tas-7113,TAS,7113,1301,52,1
eddystone-tas-7264,TAS,7264,574,54,7
wickham-tas-7256,TAS,7256,1617,45,3
exeter-tas-7275,TAS,7275,3366,50,3
deniliquin-north-nsw-2710,NSW,2710,9743,47,12
box-ridge-nsw-2357,NSW,2357,4069,50,5
thirloene-nsw-2347,NSW,2347,1865,55,4
green-hills-nsw-2323,NSW,2323,26051,39,3
paradise-tas-7306,TAS,7306,4276,50,7
hastings-tas-7109,TAS,7109,9872,43,7
big-yengo-nsw-2330,NSW,2330,21445,37,13
gowrie-nsw-2330,NSW,2330,21445,37,13
hillman-river-wa-6391,WA,6391,1040,41,6
douglas-apsley-tas-7215,TAS,7215,4066,52,8
camoola-qld-4730,QLD,4730,3177,39,10
cape-pillar-tas-7182,TAS,7182,247,57,3
mersey-forest-tas-7304,TAS,7304,6265,49,5
lake-wells-wa-6440,WA,6440,1333,64,4
mount-field-tas-7140,TAS,7140,12069,42,16
beadell-wa-6440,WA,6440,1333,51,4
liawenee-tas-7030,TAS,7030,19720,32,14
oonah-tas-7325,TAS,7325,9015,50,6
bundaberg-dc-qld-4670,QLD,4670,84718,46,18
cannon-creek-qld-4310,QLD,4310,6017,50,5
errinundra-vic-3889,VIC,3889,171,63,2
morella-qld-4730,QLD,4730,3177,39,10
alberton-vic-3971,VIC,3971,4195,54,2
simpson-desert-sa-5734,SA,5734,114,39,6
manera-heights-nsw-2830,NSW,2830,44963,36,18
summerlands-vic-3922,VIC,3922,10118,53,4
calamvale-sa-4116,SA,4116,27459,35,1
yarto-vic-3396,VIC,3396,694,56,3
dugays-bridge-vic-3685,VIC,3685,2935,49,6
campvale-nsw-2318,NSW,2318,13667,40,1
hopevale-vic-3396,VIC,3396,694,56,3
stanhope-south-vic-3623,VIC,3623,890,50,2
grovedale-east-vic-3216,VIC,3216,60123,38,2
box-hill-central-vic-3128,VIC,3128,22841,34,4
fairy-dell-vic-3561,VIC,3561,4498,49,5
basalt-vic-3460,VIC,3460,2799,55,1
woodbrook-vic-3451,VIC,3451,5819,47,4
prentice-north-vic-3685,VIC,3685,2935,49,6
demondrille-nsw-2587,NSW,2587,2932,49,4
bell-bird-creek-vic-3889,VIC,3889,171,63,2
lake-cootharaba-qld-4565,QLD,4565,15033,51,4
dandenong-east-vic-3175,VIC,3175,53545,36,2
mount-slide-vic-3763,VIC,3763,1662,43,2
sumner-vic-3057,VIC,3057,13262,33,2
swan-hill-pioneer-vic-3585,VIC,3585,11508,38,3
churchill-island-vic-3925,VIC,3925,4550,47,2
evandale-tas-7212,TAS,7212,1778,50,2
kingsville-west-vic-3012,VIC,3012,27023,35,3
felixtow-sa-5070,SA,5070,15393,41,3
norong-central-vic-3685,VIC,3685,2935,49,6
nyora-vic-3987,VIC,3987,1644,41,1
cabarita-vic-3505,VIC,3505,5010,43,2
toondahra-qld-4625,QLD,4625,2681,24,7
pine-grove-east-vic-3573,VIC,3573,340,42,2
brookside-centre-qld-4053,QLD,4053,47604,36,6
rosedale-vic-3847,VIC,3847,2278,43,1
waterford-vic-3862,VIC,3862,3547,42,8
condah-swamp-vic-3286,VIC,3286,532,51,3
parkwood-vic-3315,VIC,3315,1686,51,1
lyons-vic-3304,VIC,3304,2786,49,2
chatsworth-vic-3379,VIC,3379,749,52,3
helen-springs-nt-0862,NT,0862,715,28,10
grampians-vic-3314,VIC,3314,569,45,2
yaraka-qld-4702,QLD,4702,29819,37,30
warrnambool-east-vic-3280,VIC,3280,33298,42,2
robinvale-irrigation-district-section-e-vic-3549,VIC,3549,4017,36,6
nicholson-vic-3882,VIC,3882,1322,47,1
lilyvale-qld-4723,QLD,4723,1596,35,3
thomson-vic-3219,VIC,3219,20309,42,1
curdie-vale-vic-3268,VIC,3268,2552,44,2
laburnum-vic-3130,VIC,3130,33044,41,1
north-shore-qld-4565,QLD,4565,15033,51,4
dunolly-vic-3472,VIC,3472,1492,56,3
cells-river-nsw-2324,NSW,2324,25443,54,7
nullawarre-east-vic-3268,VIC,3268,2552,44,2
mailer-flat-vic-3275,VIC,3275,490,35,2
eltham-vic-3095,VIC,3095,28373,43,1
teewah-qld-4565,QLD,4565,15033,51,4
bimbowrie-sa-5440,SA,5440,169,49,38
winton-vic-3673,VIC,3673,1818,52,3
north-bannister-wa-6390,WA,6390,1673,42,5
brighton-vic-3186,VIC,3186,23252,48,4
canning-vale-dc-wa-6155,WA,6155,53765,38,2
hicksborough-vic-3995,VIC,3995,11596,50,3
ultima-east-vic-3586,VIC,3586,799,43,2
ascot-vic-3364,VIC,3364,2272,47,7
landsborough-vic-3384,VIC,3384,608,52,3
cosgrove-vic-3631,VIC,3631,14605,38,5
kew-vic-3101,VIC,3101,24499,41,2
bingo-vic-3898,VIC,3898,705,52,4
sandon-vic-3462,VIC,3462,1230,53,3
ellerslie-vic-3265,VIC,3265,2827,41,3
yalardy-wa-6701,WA,6701,5259,40,9
brampton-island-qld-4741,QLD,4741,7346,44,17
christmas-hills-vic-3775,VIC,3775,4080,44,1
hampton-north-vic-3188,VIC,3188,18587,43,2
northcote-south-vic-3070,VIC,3070,25276,37,2
st-kilda-road-melbourne-vic-3004,VIC,3004,11482,37,3
koyuga-south-vic-3621,VIC,3621,2437,41,3
stradbroke-park-vic-3103,VIC,3103,15621,43,4
shepparton-south-vic-3630,VIC,3630,32151,38,5
corndale-vic-3311,VIC,3311,1707,58,3
heath-field-vic-3311,VIC,3311,1707,58,3
camberwell-west-vic-3124,VIC,3124,21965,43,6
greens-creek-vic-3381,VIC,3381,1401,48,6
jallumba-vic-3401,VIC,3401,4596,44,11
greta-vic-3675,VIC,3675,1936,48,1
camberwell-north-vic-3124,VIC,3124,21965,43,6
ky-valley-vic-3621,VIC,3621,2437,41,3
echuca-south-vic-3564,VIC,3564,17080,45,6
sandpatch-wa-6330,WA,6330,38042,45,2
east-sale-raaf-vic-3852,VIC,3852,210,24,3
worrowing-vic-3858,VIC,3858,3125,46,15
sale-east-raaf-vic-3852,VIC,3852,210,24,3
scrubby-creek-qld-4478,QLD,4478,500,42,4
houtman-abrolhos-wa-6530,WA,6530,33378,40,3
wittenoom-wa-6751,WA,6751,4007,33,1
richmond-south-vic-3121,VIC,3121,31534,34,7
burnley-north-vic-3121,VIC,3121,31534,34,7
cremorne-vic-3121,VIC,3121,31534,34,7
henty-vic-3312,VIC,3312,1023,49,3
codrington-vic-3285,VIC,3285,1255,47,3
wattletree-road-po-vic-3145,VIC,3145,23594,38,4
st-kilda-south-vic-3182,VIC,3182,22438,37,2
st-kilda-vic-3182,VIC,3182,22438,37,2
highpoint-city-vic-3032,VIC,3032,29874,36,1
tidal-river-vic-3960,VIC,3960,2715,58,4
south-perth-angelo-st-wa-6151,WA,6151,17226,40,1
tablelands-qld-4605,QLD,4605,4770,41,5
worumba-sa-5434,SA,5434,405,51,6
merlynston-vic-3058,VIC,3058,34906,37,3
la-trobe-university-vic-3083,VIC,3083,31529,37,2
lawrence-vic-3364,VIC,3364,2272,47,7
kingston-vic-3364,VIC,3364,2272,47,7
st-helens-qld-4650,QLD,4650,34942,49,16
cokum-vic-3542,VIC,3542,139,83,2
arbuckle-vic-3858,VIC,3858,3125,46,15
kingsway-wa-6065,WA,6065,68443,36,3
hoddle-vic-3959,VIC,3959,1223,53,3
waratah-north-vic-3959,VIC,3959,1223,53,3
rumbug-vic-3960,VIC,3960,2715,58,4
taabinga-village-qld-4610,QLD,4610,15212,41,7
bosworth-sa-5720,SA,5720,252,40,6
dampier-archipelago-wa-6713,WA,6713,1282,35,2
inkerman-qld-4806,QLD,4806,3771,49,8
bollards-lagoon-sa-5731,SA,5731,234,39,14
kadina-nsw-2870,NSW,2870,12036,39,11
bulwer-island-qld-4008,QLD,4008,373,40,3
mackenzie-qld-4156,QLD,4156,3388,40,1
farina-station-sa-5731,SA,5731,234,39,14
inglewood-qld-4387,QLD,4387,1338,50,3
norwood-avenue-po-tas-7250,TAS,7250,51133,41,9
riverside-tas-7250,TAS,7250,51133,41,9
brendale-bc-qld-4500,QLD,4500,45656,36,5
llanarth-qld-4820,QLD,4820,10732,41,8
wombat-creek-vic-3888,VIC,3888,3502,54,7
dellicknora-vic-3888,VIC,3888,3502,54,7
wroxham-vic-3891,VIC,3891,121,65,2
parachilna-sa-5730,SA,5730,115,55,14
mentone-east-vic-3194,VIC,3194,13221,42,1
st-leonards-tas-7250,TAS,7250,51133,41,9
mordialloc-north-vic-3195,VIC,3195,37364,42,1
fernshaw-vic-3778,VIC,3778,201,51,2
baw-baw-vic-3833,VIC,3833,340,56,6
longford-tas-7301,TAS,7301,4717,47,1
alton-downs-station-sa-5733,SA,5733,129,48,12
wallsend-south-nsw-2287,NSW,2287,40845,36,4
mulgaria-sa-5731,SA,5731,234,39,14
norwood-tas-7250,TAS,7250,51133,41,9
prospect-tas-7250,TAS,7250,51133,41,9
waverley-tas-7250,TAS,7250,51133,41,9
newstead-tas-7250,TAS,7250,51133,41,9
newport-vic-3015,VIC,3015,18634,38,1
donnybrook-qld-4510,QLD,4510,55940,38,3
murnpeowie-sa-5731,SA,5731,234,39,14
elphin-tas-7250,TAS,7250,51133,41,9
myrtle-springs-sa-5731,SA,5731,234,39,14
mowbray-heights-tas-7248,TAS,7248,17177,33,6
alanvale-tas-7248,TAS,7248,17177,33,6
witchelina-sa-5731,SA,5731,234,39,14
syndal-vic-3149,VIC,3149,35340,40,3
neale-wa-6440,WA,6440,1333,37,4
mowbray-tas-7248,TAS,7248,17177,33,6
womerah-nsw-2756,NSW,2756,35328,36,2
mayfield-tas-7248,TAS,7248,17177,33,6
serviceton-qld-4077,QLD,4077,35805,32,8
invermay-tas-7248,TAS,7248,17177,33,6
priests-gully-qld-4123,QLD,4123,22857,35,1
crown-point-sa-5734,SA,5734,114,39,6
sunshine-coast-mc-qld-4560,QLD,4560,36706,43,6
annerley-dc-qld-4103,QLD,4103,14995,33,4
princess-alexandra-hospital-qld-4102,QLD,4102,10823,29,2
tennyson-qld-4105,QLD,4105,13929,36,3
north-tamborine-qld-4272,QLD,4272,8105,50,3
priors-pocket-qld-4070,QLD,4070,12045,40,1
yellow-rock-nsw-2527,NSW,2527,26072,35,3
sorrento-vic-3943,VIC,3943,2013,64,1
wollangambe-nsw-2790,NSW,2790,15452,47,6
the-gap-qld-4061,QLD,4061,17318,42,1
ironmungy-nsw-2630,NSW,2630,8876,46,6
strzelecki-tas-7255,TAS,7255,856,57,2
coconut-island-qld-4875,QLD,4875,7526,28,23
darnley-island-qld-4875,QLD,4875,7526,28,23
dromedary-tas-7030,TAS,7030,19720,35,14
elderslie-tas-7030,TAS,7030,19720,35,14
erub-qld-4875,QLD,4875,7526,28,23
bagdad-north-tas-7030,TAS,7030,19720,35,14
pelham-tas-7030,TAS,7030,19720,35,14
mitcham-vic-3132,VIC,3132,16795,39,3
skye-vic-3977,VIC,3977,117143,33,2
yarraville-west-vic-3013,VIC,3013,15636,37,2
american-beach-sa-5222,SA,5222,678,72,3
yam-island-qld-4875,QLD,4875,7526,28,23
fawkner-east-vic-3060,VIC,3060,14274,35,3
nierinna-tas-7054,TAS,7054,9609,40,4
heathwood-vic-3134,VIC,3134,34607,39,2
the-gardens-tas-7216,TAS,7216,3563,57,2
noble-park-east-vic-3174,VIC,3174,39693,36,1
rosebud-plaza-vic-3939,VIC,3939,15900,50,2
hume-weir-vic-3691,VIC,3691,12771,36,9
loganholme-bc-qld-4129,QLD,4129,6764,34,4
bundoora-vic-3083,VIC,3083,31529,37,2
point-halloran-qld-4165,QLD,4165,39491,42,4
clontarf-qld-4019,QLD,4019,20576,47,7
hyde-park-castletown-qld-4812,QLD,4812,19110,39,4
craigslea-qld-4032,QLD,4032,18389,36,4
albion-vic-3020,VIC,3020,44372,37,4
castle-creek-vic-3691,VIC,3691,12771,36,9
cairncross-nsw-2446,NSW,2446,15054,44,6
tangalooma-qld-4025,QLD,4025,309,45,3
mulgrave-vic-3170,VIC,3170,19889,40,2
williamstown-vic-3016,VIC,3016,16025,45,1
fassifern-qld-4309,QLD,4309,3366,45,3
banda-banda-nsw-2446,NSW,2446,15054,44,6
hampton-qld-4352,QLD,4352,31026,39,14
pine-lodge-vic-3631,VIC,3631,14605,38,5
oyster-cove-tas-7150,TAS,7150,3191,50,4
somerset-hills-qld-4053,QLD,4053,47604,36,6
saint-helena-vic-3088,VIC,3088,27181,41,1
epping-dc-vic-3076,VIC,3076,33489,35,2
holland-park-east-qld-4121,QLD,4121,26062,37,4
werrikimbe-nsw-2446,NSW,2446,15054,44,6
braybrook-north-vic-3019,VIC,3019,9682,34,3
patho-west-vic-3564,VIC,3564,17080,45,6
lindum-qld-4178,QLD,4178,26887,41,5
wynnum-central-qld-4178,QLD,4178,26887,41,5
armstrong-creek-vic-3217,VIC,3217,20499,30,2
yarrawonga-vic-3730,VIC,3730,9719,51,1
port-of-brisbane-qld-4178,QLD,4178,26887,49,5
spring-hill-vic-3444,VIC,3444,10066,47,8
queenscliff-vic-3225,VIC,3225,5408,61,3
virginia-dc-qld-4014,QLD,4014,13190,37,3
kooringal-qld-4025,QLD,4025,309,45,3
tarago-vic-3818,VIC,3818,17313,40,1
burnside-vic-3023,VIC,3023,67146,35,2
mia-mia-vic-3444,VIC,3444,10066,47,8
nelson-bay-tas-7330,TAS,7330,6731,40,8
hunter-island-tas-7330,TAS,7330,6731,40,8
three-hummock-island-tas-7330,TAS,7330,6731,40,8
christmas-hills-tas-7330,TAS,7330,6731,40,8
altandi-qld-4109,QLD,4109,37703,36,5
healesville-post-shop-vic-3777,VIC,3777,10922,46,2
springwood-bc-qld-4127,QLD,4127,27206,38,4
victoria-point-west-qld-4165,QLD,4165,39491,42,4
thornton-qld-4341,QLD,4341,15952,41,1
waterloo-tas-7109,TAS,7109,9872,43,7
healesville-main-street-vic-3777,VIC,3777,10922,46,2
big-hill-vic-3555,VIC,3555,21043,42,4
lansell-plaza-vic-3555,VIC,3555,21043,42,4
capalaba-west-qld-4157,QLD,4157,19771,40,3
amity-point-qld-4183,QLD,4183,2156,52,1
ballymore-qld-4059,QLD,4059,13740,30,6
cattle-creek-qld-4626,QLD,4626,1992,42,3
d-aguilar-qld-4514,QLD,4514,8605,39,6
sandhurst-east-vic-3550,VIC,3550,41839,40,7
tysons-reef-vic-3550,VIC,3550,41839,40,7
maroochydore-bc-qld-4558,QLD,4558,23327,46,5
lower-sandy-bay-tas-7005,TAS,7005,13947,37,2
glenfern-tas-7140,TAS,7140,12069,42,16
comet-hill-vic-3556,VIC,3556,14088,39,2
lumeah-qld-4478,QLD,4478,500,42,4
beaumaris-tas-7215,TAS,7215,4066,52,8
nockatunga-qld-4492,QLD,4492,322,35,4
breakfast-creek-qld-4010,QLD,4010,3446,33,4
warrego-nt-0862,NT,0862,715,28,10
pilchers-bridge-vic-3551,VIC,3551,35614,37,15
silverbark-ridge-qld-4124,QLD,4124,23445,35,2
brighton-tas-7030,TAS,7030,19720,35,14
carlton-tas-7173,TAS,7173,7509,43,2
frenchs-forest-qld-4502,QLD,4502,8722,38,2
ventnor-vic-3922,VIC,3922,10118,53,4
rosevale-qld-4340,QLD,4340,6007,43,6
bruces-creek-vic-3757,VIC,3757,9735,41,2
southport-tas-7109,TAS,7109,9872,43,7
mansfield-qld-4122,QLD,4122,47147,36,5
orford-tas-7190,TAS,7190,3458,59,6
hornet-bank-qld-4420,QLD,4420,1219,40,4
buckland-tas-7190,TAS,7190,3458,59,6
wyalla-plaza-qld-4350,QLD,4350,115218,38,23
reefton-vic-3799,VIC,3799,5951,46,2
washpool-qld-4306,QLD,4306,43997,34,15
derby-tas-7264,TAS,7264,574,54,7
majors-creek-qld-4816,QLD,4816,9284,44,17
stockyard-qld-4703,QLD,4703,25129,43,10
walhalla-east-vic-3825,VIC,3825,21078,45,12
moorina-tas-7264,TAS,7264,574,54,7
thomson-vic-3825,VIC,3825,21078,45,12
hill-end-vic-3825,VIC,3825,21078,45,12
westbury-vic-3825,VIC,3825,21078,45,12
thalloo-vic-3825,VIC,3825,21078,45,12
san-remo-vic-3925,VIC,3925,4550,47,2
hallelujah-hills-sa-5381,SA,5381,336,53,3
mansfield-dc-qld-4122,QLD,4122,47147,36,5
brendale-dc-qld-4500,QLD,4500,45656,36,5
rundle-mall-sa-5000,SA,5000,18202,31,10
rose-valley-nsw-2534,NSW,2534,5767,47,2
whites-hill-qld-4152,QLD,4152,47570,38,3
bungaree-tas-7256,TAS,7256,1617,45,3
wangara-dc-wa-6065,WA,6065,68443,36,3
crimea-qld-4816,QLD,4816,9284,44,17
eskdale-qld-4312,QLD,4312,2590,57,2
woolshed-vic-3747,VIC,3747,5054,49,5
parklands-qld-4560,QLD,4560,36706,43,6
townsville-dc-qld-4810,QLD,4810,21697,40,8
eton-north-qld-4741,QLD,4741,7346,44,17
baarmutha-vic-3747,VIC,3747,5054,49,5
stanley-vic-3747,VIC,3747,5054,49,5
seymour-south-vic-3660,VIC,3660,7842,46,5
caloundra-dc-qld-4551,QLD,4551,68286,44,8
dysart-vic-3660,VIC,3660,7842,46,5
bremer-qld-4305,QLD,4305,64356,37,8
longford-vic-3851,VIC,3851,6231,47,7
one-mile-qld-4305,QLD,4305,64356,37,8
broadmeadows-vic-3047,VIC,3047,21478,32,1
moonlight-flat-vic-3465,VIC,3465,10111,51,9
maryborough-vic-3465,VIC,3465,10111,51,9
ironpot-qld-4610,QLD,4610,15212,41,7
black-rock-vic-3193,VIC,3193,20207,48,4
beaumaris-vic-3193,VIC,3193,20207,48,4
browns-beach-sa-5222,SA,5222,678,56,3
glenhaven-qld-4355,QLD,4355,2812,55,9
upper-mount-gravatt-bc-qld-4122,QLD,4122,47147,36,5
latimer-qld-4211,QLD,4211,62508,39,6
nukinenda-qld-4355,QLD,4355,2812,55,9
hungerford-sa-5222,SA,5222,678,56,3
washpool-qld-4309,QLD,4309,3366,45,3
booti-booti-nsw-2428,NSW,2428,25187,66,5
safety-beach-vic-3936,VIC,3936,13366,51,1
sandbar-nsw-2428,NSW,2428,25187,58,5
allandale-qld-4310,QLD,4310,6017,50,5
camberwell-east-vic-3126,VIC,3126,7773,46,2
boreen-qld-4565,QLD,4565,15033,51,4
redgate-qld-4605,QLD,4605,4770,41,5
deakin-university-vic-3217,VIC,3217,20499,30,2
windermere-tas-7252,TAS,7252,2993,49,3
pinklands-qld-4164,QLD,4164,19263,36,2
brinerville-nsw-2454,NSW,2454,7953,47,6
altona-vic-3018,VIC,3018,13556,42,1
forest-hill-vic-3131,VIC,3131,23191,40,2
somerville-vic-3912,VIC,3912,15633,40,1
sydenham-vic-3037,VIC,3037,51402,36,4
brookfield-vic-3338,VIC,3338,37062,31,1
cressy-tas-7302,TAS,7302,1753,40,1
fairfield-qld-4103,QLD,4103,14995,33,4
golden-beach-qld-4551,QLD,4551,68286,44,8
margate-qld-4019,QLD,4019,20576,47,7
pebbly-beach-nsw-2536,NSW,2536,19333,70,5
colinton-qld-4314,QLD,4314,3255,57,2
crows-nest-qld-4355,QLD,4355,2812,55,9
emu-creek-qld-4355,QLD,4355,2812,55,9
garbutt-east-qld-4814,QLD,4814,46193,34,7
garbutt-bc-qld-4814,QLD,4814,46193,34,7
mackay-mc-qld-4741,QLD,4741,7346,44,17
the-bluff-qld-4355,QLD,4355,2812,55,9
cattle-creek-qld-4407,QLD,4407,506,47,2
castle-creek-qld-4715,QLD,4715,7068,36,2
northpoint-qld-4350,QLD,4350,115218,38,23
lilydale-tas-7268,TAS,7268,1133,46,2
tam-o-shanter-qld-4852,QLD,4852,4055,50,5
underwood-tas-7268,TAS,7268,1133,46,2
tablederry-qld-4732,QLD,4732,158,45,2
mabuiag-qld-4875,QLD,4875,7526,28,23
blackwall-tas-7275,TAS,7275,3366,50,3
yalwal-nsw-2540,NSW,2540,48267,63,14
ettrema-nsw-2540,NSW,2540,48267,27,14
tullarwalla-nsw-2540,NSW,2540,48267,76,14
kowrowa-qld-4872,QLD,4872,4248,49,8
talbot-island-qld-4875,QLD,4875,7526,28,23
rocky-point-qld-4874,QLD,4874,5603,30,5
twelve-mile-peg-nsw-2540,NSW,2540,48267,49,14
yaraka-qld-4731,QLD,4731,218,54,2
rocky-creek-qld-4357,QLD,4357,2531,47,8
tamborine-village-qld-4270,QLD,4270,4388,41,2
glenorchy-qld-4650,QLD,4650,34942,49,16
helenvale-qld-4871,QLD,4871,10798,42,35
erobin-qld-4160,QLD,4160,19044,44,1
black-river-qld-4818,QLD,4818,32004,32,5
windeyer-qld-4478,QLD,4478,500,42,4
port-giles-sa-5582,SA,5582,603,61,2
manoora-qld-4870,QLD,4870,73803,39,17
prairie-qld-4821,QLD,4821,1451,41,2
mount-isa-dc-qld-4825,QLD,4825,19299,31,25
hidden-valley-qld-4816,QLD,4816,9284,44,17
mount-isa-east-qld-4825,QLD,4825,19299,31,25
planland-qld-4740,QLD,4740,85500,38,30
port-arthur-sa-5572,SA,5572,157,75,2
mackay-east-qld-4740,QLD,4740,85500,38,30
mount-sheridan-qld-4868,QLD,4868,22896,38,3
burnside-qld-4208,QLD,4208,24342,34,3
beaufort-qld-4724,QLD,4724,559,44,9
richmond-qld-4740,QLD,4740,85500,38,30
telina-heights-qld-4740,QLD,4740,85500,38,30
jericho-qld-4728,QLD,4728,229,38,4
groper-creek-reserve-qld-4806,QLD,4806,3771,49,8
torquay-qld-4655,QLD,4655,66789,51,10
townsville-qld-4810,QLD,4810,21697,40,8
underwood-qld-4119,QLD,4119,6809,34,1
bagot-nt-0820,NT,0820,19920,35,8
waterford-qld-4133,QLD,4133,22472,32,1
whitfield-qld-4870,QLD,4870,73803,39,17
olney-nsw-2325,NSW,2325,31073,39,10
littabella-qld-4673,QLD,4673,669,53,2
glenrock-qld-4605,QLD,4605,4770,41,5
targinie-qld-4694,QLD,4694,112,49,2
ilbogan-qld-4285,QLD,4285,21763,41,7
normanby-qld-4059,QLD,4059,13740,30,6
king-ash-bay-nt-0854,NT,0854,755,32,2
nutwood-downs-nt-0852,NT,0852,8735,28,13
tocal-qld-4730,QLD,4730,3177,39,10
northlakes-nt-0812,NT,0812,18634,37,5
delissaville-nt-0822,NT,0822,25304,30,40
woodleigh-gardens-nt-0812,NT,0812,18634,37,5
pinnacle-qld-4741,QLD,4741,7346,44,17
st-agnes-qld-4671,QLD,4671,6285,52,5
seaforth-qld-4741,QLD,4741,7346,44,17
ferny-hills-dc-qld-4055,QLD,4055,22364,38,2
mandorah-nt-0822,NT,0822,25304,30,40
gununa-qld-4871,QLD,4871,10798,42,35
lockhart-qld-4871,QLD,4871,10798,42,35
lyndhurst-qld-4871,QLD,4871,10798,42,35
portland-roads-qld-4871,QLD,4871,10798,42,35
st-lucia-south-qld-4067,QLD,4067,12220,25,3
glen-ruth-qld-4872,QLD,4872,4248,49,8
mickett-creek-nt-0822,NT,0822,25304,30,40
kelvin-grove-bc-qld-4059,QLD,4059,13740,30,6
toowong-dc-qld-4066,QLD,4066,18609,31,5
theodore-qld-4719,QLD,4719,1084,41,2
cairns-qld-4870,QLD,4870,73803,39,17
kelvin-grove-dc-qld-4059,QLD,4059,13740,30,6
mountain-view-qld-4552,QLD,4552,9019,56,5
prospect-qld-4715,QLD,4715,7068,36,2
bald-hills-qld-4036,QLD,4036,7000,36,1
buxton-qld-4660,QLD,4660,8048,56,10
stony-creek-qld-4514,QLD,4514,8605,39,6
sandgate-dc-qld-4017,QLD,4017,37756,41,6
kedron-upper-qld-4055,QLD,4055,22364,38,2
rocklea-dc-qld-4106,QLD,4106,1672,34,3
fairfield-gardens-qld-4103,QLD,4103,14995,33,4
edith-river-nt-0852,NT,0852,8735,28,13
pimlico-qld-4812,QLD,4812,19110,39,4
mount-thompson-qld-4121,QLD,4121,26062,37,4
buranda-qld-4102,QLD,4102,10823,29,2
blaxland-qld-4405,QLD,4405,14360,36,9
waua-islet-qld-4875,QLD,4875,7526,28,23
nambour-dc-qld-4560,QLD,4560,36706,43,6
braemar-forest-qld-4405,QLD,4405,14360,36,9
miniyerri-nt-0852,NT,0852,8735,28,13
clontarf-qld-4357,QLD,4357,2531,47,8
brookfield-qld-4069,QLD,4069,35527,42,5
caboolture-bc-qld-4510,QLD,4510,55940,38,3
flynn-wa-6302,WA,6302,3485,66,4
macgregor-qld-4109,QLD,4109,37703,36,5
ararat-east-vic-3377,VIC,3377,9602,45,5
wavell-heights-north-qld-4012,QLD,4012,23440,36,2
calvert-qld-4340,QLD,4340,6007,43,6
opossum-creek-qld-4300,QLD,4300,68675,32,6
wairuna-qld-4872,QLD,4872,4248,49,8
carrington-qld-4350,QLD,4350,115218,38,23
regents-park-qld-4118,QLD,4118,31493,35,5
chapel-flat-vic-3352,VIC,3352,18922,40,14
innes-qld-4818,QLD,4818,32004,32,5
lake-buloke-vic-3480,VIC,3480,1805,51,2
aitkenvale-bc-qld-4814,QLD,4814,46193,34,7
kubin-qld-4875,QLD,4875,7526,28,23
rosehill-qld-4370,QLD,4370,19195,45,13
torwood-qld-4066,QLD,4066,18609,31,5
ironbark-qld-4306,QLD,4306,43997,34,15
middleton-qld-4735,QLD,4735,960,47,3
dromedary-qld-4718,QLD,4718,2582,35,2
myall-park-qld-4415,QLD,4415,2166,41,4
pelham-qld-4415,QLD,4415,2166,41,4
camp-creek-qld-4871,QLD,4871,10798,42,35
happy-valley-qld-4825,QLD,4825,19299,31,25
kangaroo-point-qld-4169,QLD,4169,15882,35,2
glendorf-qld-4650,QLD,4650,34942,49,16
