slug,state,postcode,population,medianAge,sharedInPostcode
black-hill-station-sa-5434,SA,5434,405,51,6
banya-qld-4551,QLD,4551,68286,44,8
couch-beach-sa-5575,SA,5575,2391,57,2
bungeroo-sa-5641,SA,5641,1005,43,2
wertaloona-sa-5732,SA,5732,146,46,11
mount-sarah-sa-5734,SA,5734,114,39,6
diamond-head-qld-4551,QLD,4551,68286,44,8
peak-vale-qld-4721,QLD,4721,3962,36,3
mootatunga-sa-5307,SA,5307,560,54,3
baratta-sa-5432,SA,5432,148,41,7
mulga-view-sa-5732,SA,5732,146,46,11
pinda-springs-sa-5732,SA,5732,146,46,11
three-creeks-sa-5432,SA,5432,148,41,7
bathurst-street-po-tas-7000,TAS,7000,15645,36,3
bundey-sa-5320,SA,5320,699,56,5
mernot-nsw-2422,NSW,2422,5608,55,18
glenelg-jetty-road-sa-5045,SA,5045,16071,47,1
giro-nsw-2422,NSW,2422,5608,58,18
tablelands-qld-4680,QLD,4680,55339,36,21
locksley-vic-3665,VIC,3665,397,51,2
iron-gates-nsw-2473,NSW,2473,3203,54,3
indulkana-iwantja-sa-0872,SA,0872,14676,29,9
sandpalms-roadhouse-nt-0822,NT,0822,25304,30,40
victoria-valley-vic-3294,VIC,3294,967,47,3
wepowie-sa-5482,SA,5482,482,55,2
federal-qld-4568,QLD,4568,3736,48,2
watarru-sa-0872,SA,0872,14676,29,9
baxters-ridge-nsw-2422,NSW,2422,5608,55,18
menzies-qld-4825,QLD,4825,19299,31,25
mount-isa-bc-qld-4825,QLD,4825,19299,31,25
clydesdale-vic-3461,VIC,3461,4614,52,2
melton-station-sa-5440,SA,5440,169,49,38
plumbago-sa-5440,SA,5440,169,49,38
barrington-tops-nsw-2422,NSW,2422,5608,57,18
winnininnie-sa-5440,SA,5440,169,49,38
wompinie-sa-5440,SA,5440,169,49,38
running-creek-vic-3691,VIC,3691,12771,36,9
st-marys-tas-7215,TAS,7215,4066,52,8
killara-vic-3691,VIC,3691,12771,36,9
erudina-sa-5440,SA,5440,169,49,38
rookwood-qld-4871,QLD,4871,10798,42,35
appin-park-vic-3677,VIC,3677,19214,44,4
pualco-range-sa-5440,SA,5440,169,49,38
mingary-sa-5440,SA,5440,169,49,38
black-jungle-nt-0822,NT,0822,25304,30,40
gordon-vic-3345,VIC,3345,1393,43,1
albion-dc-qld-4010,QLD,4010,3446,33,4
flinders-vic-3929,VIC,3929,1130,63,1
mildura-east-vic-3500,VIC,3500,34565,39,3
oratunga-station-sa-5730,SA,5730,115,43,14
puttapa-sa-5730,SA,5730,115,43,14
warraweena-sa-5730,SA,5730,115,43,14
kimberley-tas-7304,TAS,7304,6265,49,5
wirrealpa-sa-5730,SA,5730,115,43,14
bribie-island-north-qld-4507,QLD,4507,20612,63,4
croker-island-nt-0822,NT,0822,25304,30,40
goulbourn-island-nt-0822,NT,0822,25304,30,40
coopers-creek-sa-5731,SA,5731,234,39,14
cordillo-downs-sa-5731,SA,5731,234,39,14
murchison-vic-3610,VIC,3610,1600,49,1
frankston-heights-vic-3199,VIC,3199,56127,40,4
strzelecki-desert-sa-5731,SA,5731,234,39,14
burr-well-sa-5732,SA,5732,146,46,11
camp-creek-nt-0822,NT,0822,25304,75,40
yankaninna-sa-5732,SA,5732,146,46,11
callanna-sa-5733,SA,5733,129,48,12
clayton-station-sa-5733,SA,5733,129,48,12
etadunna-sa-5733,SA,5733,129,48,12
eringa-sa-5734,SA,5734,114,39,6
charles-darwin-nt-0822,NT,0822,25304,30,40
daly-nt-0822,NT,0822,25304,30,40
pulumpa-nt-0822,NT,0822,25304,30,40
the-pines-qld-4357,QLD,4357,2531,47,8
barron-gorge-qld-4870,QLD,4870,73803,39,17
red-river-qld-4892,QLD,4892,5329,30,11
esk-nsw-2472,NSW,2472,1987,45,6
altona-gate-vic-3025,VIC,3025,12962,37,3
pine-creek-sa-5419,SA,5419,245,45,3
deer-park-east-vic-3022,VIC,3022,3170,37,2
forrest-beach-qld-4850,QLD,4850,10923,51,6
glenlyon-vic-3461,VIC,3461,4614,52,2
narlaby-sa-5655,SA,5655,106,39,4
gawler-ranges-sa-5655,SA,5655,106,39,4
collins-siding-wa-6260,WA,6260,1396,48,1
shaggy-ridge-sa-5434,SA,5434,405,51,6
lockes-claypan-sa-5655,SA,5655,106,39,4
pinjarra-station-sa-5680,SA,5680,2123,49,2
moolooloo-sa-5730,SA,5730,115,43,14
moorillah-sa-5730,SA,5730,115,43,14
wadbilliga-nsw-2546,NSW,2546,10066,59,5
yeal-wa-6503,WA,6503,2354,44,2
point-mcleay-sa-5259,SA,5259,1111,49,5
bindarrah-sa-5440,SA,5440,169,49,38
mundi-mundi-sa-5440,SA,5440,169,49,38
netley-gap-sa-5440,SA,5440,169,49,38
stenhouse-bay-sa-5575,SA,5575,2391,57,2
dumbudgery-nsw-2460,NSW,2460,31079,45,20
oberne-nsw-2652,NSW,2652,4757,42,2
reservoir-wa-6076,WA,6076,22308,47,2
o-halloran-hill-dc-sa-5158,SA,5158,25087,41,1
hutt-street-sa-5000,SA,5000,18202,31,10
parliament-house-sa-5000,SA,5000,18202,31,10
regency-park-bc-sa-5010,SA,5010,6109,38,1
greenbanks-sa-5253,SA,5253,19261,43,2
mount-barry-sa-5723,SA,5723,1812,46,8
cedar-creek-qld-4520,QLD,4520,13885,45,3
wintinna-sa-5723,SA,5723,1812,46,8
swinger-hill-act-2606,ACT,2606,12071,34,4
darwin-international-airport-nt-0820,NT,0820,19920,35,8
darwin-dc-nt-0820,NT,0820,19920,35,8
kelmscott-dc-wa-6111,WA,6111,23639,41,3
ben-buckler-nsw-2026,NSW,2026,32693,34,1
macquarie-centre-nsw-2113,NSW,2113,27637,34,2
kambah-village-act-2902,ACT,2902,15670,41,2
kubura-nsw-2655,NSW,2655,1416,42,2
hmas-creswell-act-2540,ACT,2540,48267,49,3
jervis-bay-act-2540,ACT,2540,48267,49,3
manuka-act-2603,ACT,2603,10306,41,1
o-connor-act-2602,ACT,2602,34540,36,1
ginninderra-village-act-2913,ACT,2913,39396,34,1
maroubra-south-nsw-2035,NSW,2035,34602,40,1
st-pauls-nsw-2031,NSW,2031,33830,36,3
jilpanger-vic-3409,VIC,3409,987,50,4
acton-act-2601,ACT,2601,2848,19,1
canberra-act-2600,ACT,2600,8255,45,10
hmas-harman-act-2600,ACT,2600,8255,45,10
deakin-west-act-2600,ACT,2600,8255,45,10
duntroon-act-2600,ACT,2600,8255,45,10
aurville-nsw-2587,NSW,2587,2932,49,4
yarding-wa-6418,WA,6418,742,49,2
clarendon-qld-4311,QLD,4311,10412,43,2
harman-act-2600,ACT,2600,8255,45,10
surbiton-qld-4724,QLD,4724,559,44,9
acacia-hills-tas-7306,TAS,7306,4276,50,7
middlesex-tas-7306,TAS,7306,4276,50,7
taylor-square-nsw-2010,NSW,2010,26443,36,1
barrington-tas-7306,TAS,7306,4276,50,7
beulah-tas-7306,TAS,7306,4276,50,7
maryborough-qld-4650,QLD,4650,34942,49,16
palmer-qld-4892,QLD,4892,5329,30,11
cethana-tas-7306,TAS,7306,4276,50,7
wreck-bay-act-2540,ACT,2540,48267,49,3
o-malley-act-2606,ACT,2606,12071,34,4
rubyvale-qld-4702,QLD,4702,29819,37,30
north-sydney-shoppingworld-nsw-2060,NSW,2060,15135,38,3
granville-qld-4650,QLD,4650,34942,49,16
st-kilda-qld-4671,QLD,4671,6285,52,5
woodside-vic-3874,VIC,3874,610,58,3
hillside-nsw-2157,NSW,2157,4042,42,1
wallaroo-wa-6429,WA,6429,967,37,4
walls-of-jerusalem-tas-7304,TAS,7304,6265,49,5
blackwall-qld-4306,QLD,4306,43997,34,15
djiru-qld-4852,QLD,4852,4055,50,5
red-hill-rockhampton-qld-4701,QLD,4701,43828,37,11
gladstone-qld-4680,QLD,4680,55339,36,21
brighton-qld-4017,QLD,4017,37756,41,6
three-ways-nt-0862,NT,0862,715,28,10
fletcher-creek-qld-4714,QLD,4714,2945,53,2
samford-qld-4520,QLD,4520,13885,45,3
kenny-act-2911,ACT,2911,4804,34,1
warringah-mall-nsw-2100,NSW,2100,21973,40,2
mount-elliot-qld-4816,QLD,4816,9284,44,17
waterloo-qld-4673,QLD,4673,669,53,2
lake-morris-qld-4870,QLD,4870,73803,39,17
omadale-nsw-2337,NSW,2337,8060,13,2
miriwinni-qld-4871,QLD,4871,10798,42,35
wycliffe-well-nt-0862,NT,0862,715,28,10
springvale-qld-4405,QLD,4405,14360,36,9
wollogorang-station-nt-0862,NT,0862,715,28,10
moresby-qld-4871,QLD,4871,10798,42,35
tarrawarra-qld-4868,QLD,4868,22896,38,3
bayfield-qld-4703,QLD,4703,25129,43,10
spring-creek-qld-4420,QLD,4420,1219,40,4
alligator-creek-qld-4816,QLD,4816,9284,44,17
bulong-wa-6431,WA,6431,935,72,5
cairns-mcleod-street-qld-4870,QLD,4870,73803,39,17
pyramid-qld-4865,QLD,4865,8623,38,4
hidden-valley-qld-4703,QLD,4703,25129,43,10
east-murchison-wa-6640,WA,6640,215,54,2
tolwong-nsw-2622,NSW,2622,4141,50,15
touga-nsw-2622,NSW,2622,4141,50,15
st-george-nsw-2622,NSW,2622,4141,50,15
maude-vic-3331,VIC,3331,7202,36,3
western-creek-qld-4357,QLD,4357,2531,47,8
warroo-qld-4387,QLD,4387,1338,50,3
noora-sa-5333,SA,5333,6121,45,2
murphys-creek-qld-4352,QLD,4352,31026,39,14
mount-archer-qld-4514,QLD,4514,8605,39,6
stanmore-qld-4514,QLD,4514,8605,39,6
woodstock-qld-4816,QLD,4816,9284,44,17
charters-towers-qld-4820,QLD,4820,10732,41,8
ebenezer-qld-4340,QLD,4340,6007,43,6
cambridge-qld-4822,QLD,4822,779,36,5
nelia-qld-4823,QLD,4823,961,34,2
warburton-qld-4823,QLD,4823,961,34,2
gregory-downs-qld-4830,QLD,4830,1739,26,5
amaroo-qld-4829,QLD,4829,516,37,3
gingerah-wa-6725,WA,6725,11236,34,1
georgina-qld-4825,QLD,4825,19299,31,25
oatlands-tas-7120,TAS,7120,1892,52,4
jews-lagoon-nsw-2388,NSW,2388,2554,27,2
alexandria-qld-4825,QLD,4825,19299,31,25
barkly-qld-4825,QLD,4825,19299,31,25
mulataga-wa-6714,WA,6714,17657,32,6
millstream-qld-4888,QLD,4888,2752,52,1
lake-burrendong-nsw-2820,NSW,2820,7378,41,1
never-never-nsw-2453,NSW,2453,2787,55,10
greenmount-qld-4359,QLD,4359,1388,41,3
lerderderg-vic-3458,VIC,3458,2330,66,2
stonehenge-tas-7120,TAS,7120,1892,52,4
white-hills-tas-7258,TAS,7258,962,48,2
capeen-nsw-2469,NSW,2469,4359,54,15
newtown-qld-4305,QLD,4305,64356,37,8
jallakin-vic-3318,VIC,3318,1243,53,2
glendambo-sa-5710,SA,5710,2793,34,5
manly-qld-4179,QLD,4179,20222,42,1
weipa-qld-4874,QLD,4874,5603,30,5
banks-island-qld-4875,QLD,4875,7526,28,23
ayton-qld-4895,QLD,4895,4594,40,2
helenvale-qld-4895,QLD,4895,4594,40,2
macalister-range-qld-4871,QLD,4871,10798,75,35
eddystone-point-tas-7264,TAS,7264,574,54,7
gladstone-tas-7264,TAS,7264,574,54,7
pioneer-tas-7264,TAS,7264,574,54,7
huxley-qld-4660,QLD,4660,8048,56,10
swan-bay-tas-7252,TAS,7252,2993,49,3
glengarry-tas-7275,TAS,7275,3366,50,3
esk-qld-4312,QLD,4312,2590,57,2
lynford-qld-4342,QLD,4342,2702,41,2
ravensworth-qld-4892,QLD,4892,5329,30,11
kosciusko-national-park-nsw-2627,NSW,2627,5263,35,12
ingebyra-nsw-2627,NSW,2627,5263,35,12
cotton-tree-qld-4558,QLD,4558,23327,46,5
blackbutt-qld-4314,QLD,4314,3255,57,2
glenlee-qld-4711,QLD,4711,1787,44,2
pinbeyan-nsw-2720,NSW,2720,8501,43,7
buddong-nsw-2720,NSW,2720,8501,43,7
forest-hill-qld-4342,QLD,4342,2702,41,2
palm-tree-qld-4352,QLD,4352,31026,39,14
browns-plains-qld-4118,QLD,4118,31493,35,5
inskip-point-qld-4581,QLD,4581,1415,55,3
goodwood-qld-4660,QLD,4660,8048,56,10
bonshaw-qld-4385,QLD,4385,1166,51,3
yarrangobilly-nsw-2720,NSW,2720,8501,43,7
peak-downs-mine-qld-4744,QLD,4744,9425,31,2
yamsion-qld-4405,QLD,4405,14360,36,9
cooranga-north-qld-4408,QLD,4408,538,48,2
gidya-qld-4824,QLD,4824,3380,18,4
ross-creek-qld-4570,QLD,4570,46427,46,15
enmore-nsw-2042,NSW,2042,18673,34,1
avoca-qld-4670,QLD,4670,84718,46,18
strathpine-centre-qld-4500,QLD,4500,45656,36,5
james-cook-university-qld-4811,QLD,4811,13688,36,4
burnett-downs-qld-4670,QLD,4670,84718,46,18
burrum-qld-4659,QLD,4659,5358,60,1
north-arm-qld-4561,QLD,4561,8637,41,1
herdsman-wa-6017,WA,6017,4507,39,2
gregory-river-qld-4660,QLD,4660,8048,56,10
childers-qld-4660,QLD,4660,8048,56,10
round-hill-qld-4677,QLD,4677,4217,50,2
pinelands-qld-4355,QLD,4355,2812,55,9
bucca-qld-4670,QLD,4670,84718,46,18
sylvia-vale-qld-4355,QLD,4355,2812,55,9
perth-gpo-wa-6000,WA,6000,13812,33,2
wattle-grove-tas-7109,TAS,7109,9872,43,7
yunyarinyi-sa-0872,SA,0872,14676,29,9
santa-fe-heights-qld-4670,QLD,4670,84718,46,18
windermere-qld-4670,QLD,4670,84718,46,18
wild-dog-valley-vic-3953,VIC,3953,8194,46,2
kings-cross-nsw-2011,NSW,2011,18187,39,2
caneland-qld-4740,QLD,4740,85500,38,30
riverview-qld-4303,QLD,4303,4173,37,1
tara-qld-4421,QLD,4421,2178,48,1
preston-qld-4800,QLD,4800,10081,44,10
currumbin-dc-qld-4223,QLD,4223,15156,42,1
de-rose-hill-nt-0872,NT,0872,14676,29,32
lamington-national-park-qld-4275,QLD,4275,3895,41,5
the-gulf-nsw-2365,NSW,2365,3762,45,4
narragon-beach-qld-4852,QLD,4852,4055,50,5
the-basin-nsw-2365,NSW,2365,3762,45,4
ernabella-nt-0872,NT,0872,14676,29,32
wingellina-wa-0872,WA,0872,14676,29,3
ernabella-pukatja-nt-0872,NT,0872,14676,29,32
virginia-qld-4014,QLD,4014,13190,37,3
rockingham-qld-4854,QLD,4854,5525,43,5
kings-creek-station-nt-0872,NT,0872,14676,29,32
anangu-pitjantjatjara-yankunytjatjara-nt-0872,NT,0872,14676,29,32
ayers-rock-nt-0872,NT,0872,14676,29,32
sunnyside-tas-7305,TAS,7305,1265,45,1
napranum-qld-4874,QLD,4874,5603,30,5
somerset-qld-4876,QLD,4876,2801,24,1
windy-nsw-2343,NSW,2343,4858,27,3
goodna-dc-qld-4300,QLD,4300,68675,32,6
barrow-creek-nt-0872,NT,0872,14676,29,32
norman-qld-4890,QLD,4890,1437,30,1
mowbray-qld-4877,QLD,4877,5462,45,1
chilla-well-nt-0872,NT,0872,14676,29,32
yarraman-qld-4614,QLD,4614,1226,54,1
palmyra-qld-4751,QLD,4751,4681,37,2
dundula-qld-4740,QLD,4740,85500,38,30
noorlah-qld-4740,QLD,4740,85500,38,30
pine-mountain-qld-4306,QLD,4306,43997,34,15
booval-fair-qld-4304,QLD,4304,17815,37,3
holts-hill-qld-4306,QLD,4306,43997,34,15
gilgunnia-nsw-2877,NSW,2877,3575,39,2
canning-bridge-applecross-wa-6153,WA,6153,21419,43,2
erldunda-nt-0872,NT,0872,14676,29,32
hart-range-nt-0872,NT,0872,14676,29,32
glenvale-park-qld-4350,QLD,4350,115218,38,23
brandy-creek-qld-4800,QLD,4800,10081,44,10
sugarloaf-qld-4800,QLD,4800,10081,44,10
imampa-nt-0872,NT,0872,14676,29,32
toowoomba-east-qld-4350,QLD,4350,115218,38,23
jay-creek-nt-0872,NT,0872,14676,29,32
ininti-store-nt-0872,NT,0872,14676,29,32
macdonnell-range-nt-0872,NT,0872,14676,29,32
mulga-bore-nt-0872,NT,0872,14676,29,32
murputja-homelands-nt-0872,NT,0872,14676,29,32
umpangara-nt-0872,NT,0872,14676,29,32
picnic-point-qld-4350,QLD,4350,115218,38,23
toowoomba-south-qld-4350,QLD,4350,115218,38,23
macdonaldtown-qld-4350,QLD,4350,115218,38,23
napperby-station-nt-0872,NT,0872,14676,29,32
thangkenharenge-nt-0872,NT,0872,14676,29,32
wanarn-nt-0872,NT,0872,14676,29,32
greenmount-east-qld-4359,QLD,4359,1388,41,3
kanpa-wa-0872,WA,0872,14676,48,3
baroon-pocket-qld-4552,QLD,4552,9019,56,5
curramore-qld-4552,QLD,4552,9019,56,5
millers-bluff-tas-7030,TAS,7030,19720,61,14
warwick-qld-4370,QLD,4370,19195,45,13
warwick-dc-qld-4370,QLD,4370,19195,45,13
angellala-qld-4455,QLD,4455,8610,36,3
dixie-qld-4892,QLD,4892,5329,30,11
hook-island-qld-4741,QLD,4741,7346,44,17
bungil-qld-4455,QLD,4455,8610,36,3
clifton-qld-4361,QLD,4361,2654,49,4
forest-land-nsw-2372,NSW,2372,4789,56,14
ellangowan-qld-4361,QLD,4361,2654,49,4
hendon-qld-4362,QLD,4362,2613,49,1
bribie-island-qld-4507,QLD,4507,20612,63,4
bundall-bc-qld-4217,QLD,4217,45197,44,9
ernestina-qld-4730,QLD,4730,3177,39,10
griffith-university-qld-4111,QLD,4111,1085,28,2
woodstock-tas-7109,TAS,7109,9872,43,7
doomben-qld-4007,QLD,4007,15451,39,5
hamilton-central-qld-4007,QLD,4007,15451,39,5
marrickville-metro-nsw-2204,NSW,2204,26567,37,2
burleigh-dc-qld-4220,QLD,4220,32574,41,4
oasis-gardens-qld-4701,QLD,4701,43828,37,11
hamilton-qld-4007,QLD,4007,15451,39,5
annandale-qld-4814,QLD,4814,46193,34,7
smithfield-qld-4878,QLD,4878,15044,41,2
chandler-qld-4155,QLD,4155,1475,45,1
townsville-mc-qld-4810,QLD,4810,21697,40,8
cosgrove-qld-4818,QLD,4818,32004,32,5
strathmore-qld-4871,QLD,4871,10798,42,35
burleigh-bc-qld-4220,QLD,4220,32574,41,4
moonlight-flat-vic-3450,VIC,3450,7588,52,1
nea-nsw-2381,NSW,2381,1302,42,2
kangaroo-flat-nsw-2846,NSW,2846,253,55,2
burleigh-town-qld-4220,QLD,4220,32574,41,4
brownsleigh-qld-4118,QLD,4118,31493,35,5
hillcrest-qld-4118,QLD,4118,31493,35,5
magnetic-island-qld-4819,QLD,4819,2475,58,4
chevron-island-qld-4217,QLD,4217,45197,44,9
isle-of-capri-qld-4217,QLD,4217,45197,44,9
burnside-qld-4560,QLD,4560,36706,43,6
marsden-postal-depot-qld-4132,QLD,4132,27070,29,2
bulla-nsw-2835,NSW,2835,3793,36,3
congelin-wa-6391,WA,6391,1040,41,6
bundoora-qld-4723,QLD,4723,1596,35,3
paradise-island-qld-4217,QLD,4217,45197,44,9
nonning-sa-5710,SA,5710,2793,35,5
rockhampton-dc-qld-4701,QLD,4701,43828,37,11
netherby-qld-4650,QLD,4650,34942,49,16
gold-coast-mc-qld-4217,QLD,4217,45197,44,9
oakhurst-qld-4650,QLD,4650,34942,49,16
the-glen-qld-4370,QLD,4370,19195,45,13
brinerville-nsw-2441,NSW,2441,4288,50,6
strathfield-qld-4742,QLD,4742,1192,37,4
little-cove-qld-4567,QLD,4567,11979,49,1
pallas-street-maryborough-qld-4650,QLD,4650,34942,49,16
bril-bril-nsw-2441,NSW,2441,4288,50,6
cowleds-landing-sa-5609,SA,5609,1961,33,3
murninnie-beach-sa-5609,SA,5609,1961,33,3
devon-park-qld-4401,QLD,4401,5823,41,5
eagle-junction-qld-4011,QLD,4011,15813,38,1
galloways-hill-qld-4171,QLD,4171,16886,38,2
balmoral-qld-4171,QLD,4171,16886,38,2
nungatta-south-nsw-2551,NSW,2551,3718,53,5
heron-island-qld-4680,QLD,4680,55339,36,21
missenden-road-nsw-2050,NSW,2050,9381,33,2
hetherington-qld-4680,QLD,4680,55339,36,21
gladstone-south-qld-4680,QLD,4680,55339,36,21
mouroubra-wa-6472,WA,6472,151,39,4
builyan-qld-4680,QLD,4680,55339,36,21
rosalie-qld-4064,QLD,4064,12191,33,5
baroona-qld-4064,QLD,4064,12191,33,5
point-stephens-nt-0822,NT,0822,25304,30,40
goulburn-island-nt-0822,NT,0822,25304,30,40
fleming-nt-0822,NT,0822,25304,30,40
rose-bay-north-nsw-2030,NSW,2030,14434,42,3
hayes-creek-nt-0822,NT,0822,25304,30,40
madura-wa-6443,WA,6443,722,49,3
milton-qld-4064,QLD,4064,12191,33,5
ubobo-qld-4680,QLD,4680,55339,36,21
nelia-qld-4816,QLD,4816,9284,44,17
savannah-qld-4816,QLD,4816,9284,31,17
bobbin-head-nsw-2074,NSW,2074,23423,44,1
pelican-creek-qld-4726,QLD,4726,372,41,3
nguiu-nt-0822,NT,0822,25304,30,40
montrose-qld-4370,QLD,4370,19195,45,13
mary-kathleen-qld-4825,QLD,4825,19299,31,25
sellheim-qld-4816,QLD,4816,9284,44,17
francois-peron-national-park-wa-6537,WA,6537,995,43,4
springfield-qld-4871,QLD,4871,10798,42,35
concord-west-dc-nsw-2138,NSW,2138,19686,34,1
remlap-wa-6472,WA,6472,151,46,4
mia-mia-qld-4754,QLD,4754,2505,36,1
phillip-dc-act-2606,ACT,2606,12071,34,4
brighton-nathan-street-qld-4017,QLD,4017,37756,41,6
harper-creek-qld-4552,QLD,4552,9019,56,5
albion-bc-qld-4010,QLD,4010,3446,33,4
wetherill-park-sa-2164,SA,2164,21273,38,1
kialla-nsw-2583,NSW,2583,4604,52,12
gove-nt-0880,NT,0880,4953,32,1
pheasant-creek-qld-4702,QLD,4702,29819,37,30
brisbane-market-qld-4106,QLD,4106,1672,34,3
gangalidda-qld-4830,QLD,4830,1739,26,5
macquarie-park-sa-2113,SA,2113,27637,34,1
cooya-pooya-wa-6714,WA,6714,17657,32,6
graceville-east-qld-4075,QLD,4075,25506,38,3
karroun-hill-wa-6472,WA,6472,151,46,4
wallaroo-qld-4702,QLD,4702,29819,37,30
towac-nsw-2800,NSW,2800,48283,37,21
acacia-ridge-dc-qld-4110,QLD,4110,16461,32,4
woondul-qld-4357,QLD,4357,2531,47,8
tara-station-qld-4725,QLD,4725,1540,43,5
galilee-qld-4726,QLD,4726,372,41,3
garfield-qld-4728,QLD,4728,229,38,4
the-limits-qld-4625,QLD,4625,2681,62,7
bimbijy-wa-6472,WA,6472,151,46,4
tungsten-nsw-2371,NSW,2371,1158,57,4
shark-bay-wa-6537,WA,6537,995,43,4
garrawalt-qld-4850,QLD,4850,10923,51,6
kiandra-nsw-2629,NSW,2629,534,58,7
wicherina-south-wa-6532,WA,6532,6915,39,8
murray-qld-4814,QLD,4814,1739,22,1
back-creek-nsw-2390,NSW,2390,8540,40,3
the-gemfields-qld-4702,QLD,4702,29819,37,30
south-wellesley-islands-qld-4892,QLD,4892,5329,30,11
nine-mile-qld-4702,QLD,4702,29819,37,30
rannes-qld-4702,QLD,4702,29819,37,30
dundula-creek-qld-4702,QLD,4702,29819,37,30
gemfields-qld-4702,QLD,4702,29819,37,30
the-gulf-nsw-2371,NSW,2371,1158,57,4
wrattens-forest-qld-4601,QLD,4601,1145,58,1
applecross-north-wa-6153,WA,6153,21419,43,2
anglers-paradise-qld-4216,QLD,4216,39714,50,4
barry-nsw-2340,NSW,2340,52436,38,5
sovereign-islands-qld-4216,QLD,4216,39714,50,4
gubbata-nsw-2669,NSW,2669,1539,43,4
cape-le-grand-wa-6450,WA,6450,13159,53,1
kalabity-sa-5440,SA,5440,169,49,38
barlyne-qld-4625,QLD,4625,2681,48,7
angepena-sa-5732,SA,5732,146,46,11
narrabri-west-nsw-2390,NSW,2390,8540,40,3
clifton-wa-6210,WA,6210,75034,47,4
childers-vic-3824,VIC,3824,5438,43,2
nackara-sa-5440,SA,5440,169,52,38
bernier-island-wa-6701,WA,6701,5259,40,9
carbla-wa-6701,WA,6701,5259,40,9
purple-downs-sa-5720,SA,5720,252,40,6
gilroyd-wa-6701,WA,6701,5259,40,9
mount-palmer-wa-6426,WA,6426,894,47,4
skeleton-rock-wa-6426,WA,6426,894,47,4
boorara-wa-6431,WA,6431,935,33,5
dundas-wa-6443,WA,6443,722,50,3
port-botany-nsw-2036,NSW,2036,33767,65,1
brenda-nsw-2831,NSW,2831,1845,41,5
mayne-qld-4006,QLD,4006,24411,31,5
toolonga-wa-6532,WA,6532,6915,39,8
charity-creek-nsw-2424,NSW,2424,480,48,4
gorrie-wa-6556,WA,6556,1969,44,2
raukkan-sa-5259,SA,5259,1111,49,5
yeltana-sa-5641,SA,5641,1005,43,2
dorrington-qld-4060,QLD,4060,13450,38,5
moonee-nsw-2259,NSW,2259,66236,37,7
illalong-creek-nsw-2584,NSW,2584,550,45,2
prunevale-nsw-2587,NSW,2587,2932,49,4
todmorden-sa-5734,SA,5734,114,39,6
sea-elephant-tas-7256,TAS,7256,1617,74,3
hardy-sa-5422,SA,5422,1662,68,2
avon-nsw-2574,NSW,2574,5934,40,1
coorparoo-dc-qld-4151,QLD,4151,18132,35,3
mount-roland-tas-7306,TAS,7306,4276,50,7
wybung-nsw-2259,NSW,2259,66236,41,7
bailey-creek-qld-4873,QLD,4873,6771,47,11
umuwa-sa-0872,SA,0872,14676,29,9
mount-william-tas-7264,TAS,7264,574,54,7
stony-head-tas-7252,TAS,7252,2993,49,3
south-tacoma-nsw-2259,NSW,2259,66236,41,7
wadnaminga-sa-5440,SA,5440,169,49,38
milroy-nsw-2850,NSW,2850,19146,40,14
cowarie-sa-5733,SA,5733,129,48,12
dulkaninna-sa-5733,SA,5733,129,48,12
holowiliena-south-sa-5432,SA,5432,148,41,7
bibliando-sa-5432,SA,5432,148,41,7
indooroopilly-centre-qld-4068,QLD,4068,25676,34,1
coorparoo-bc-qld-4151,QLD,4151,18132,35,3
hanging-rock-vic-3442,VIC,3442,8586,46,3
green-hills-nsw-2730,NSW,2730,1335,50,1
south-bank-qld-4101,QLD,4101,35246,32,5
west-end-qld-4101,QLD,4101,35246,32,5
little-pine-lagoon-tas-7140,TAS,7140,12069,56,16
mount-coot-tha-qld-4066,QLD,4066,18609,31,5
keswick-terminal-sa-5035,SA,5035,6364,37,1
lower-hawkesbury-nsw-2775,NSW,2775,1518,53,1
ashgrove-west-qld-4060,QLD,4060,13450,38,5
moreland-vic-3058,VIC,3058,34906,37,3
ramsay-qld-4358,QLD,4358,2967,33,2
tantangara-nsw-2629,NSW,2629,534,58,7
st-johns-wood-qld-4060,QLD,4060,13450,38,5
tolbar-nsw-2629,NSW,2629,534,58,7
styx-tas-7140,TAS,7140,12069,42,16
st-andrews-vic-3761,VIC,3761,1186,46,1
freemans-nsw-2259,NSW,2259,66236,41,7
sutherland-vic-3478,VIC,3478,2584,53,6
woodford-vic-3281,VIC,3281,1857,41,1
guijar-islet-qld-4875,QLD,4875,7526,28,23
geelong-mc-vic-3221,VIC,3221,801,43,2
boykambil-qld-4212,QLD,4212,33470,45,5
lake-hindmarsh-vic-3423,VIC,3423,476,56,2
southern-cross-vic-3283,VIC,3283,1423,45,2
red-bluff-vic-3695,VIC,3695,488,48,2
bellfield-vic-3381,VIC,3381,1401,48,6
york-plains-vic-3477,VIC,3477,817,54,6
serpentine-vic-3517,VIC,3517,1497,52,3
blaxland-east-nsw-2774,NSW,2774,13010,40,1
maria-island-tas-7190,TAS,7190,3458,59,6
helensvale-town-centre-qld-4212,QLD,4212,33470,45,5
browns-plains-bc-qld-4118,QLD,4118,31493,35,5
springfield-vic-3434,VIC,3434,6143,39,1
cobberas-vic-3900,VIC,3900,173,59,3
corinna-tas-7321,TAS,7321,4968,46,8
north-branch-qld-4356,QLD,4356,5218,42,4
